ctg,patente,dia_egreso,puntos_capturados,ingreso,preingreso,calada,egreso,ingreso_slz,balanza_ingreso_slz,balanza_egreso_slz,salida_slz
10232863236,KHW680,2026-06-12,0,NO,NO,NO,NO,NO,NO,NO,NO
10232859572,AC177GE,2026-06-12,0,NO,NO,NO,NO,NO,NO,NO,NO
10132842164,KTH978,2026-06-12,0,NO,NO,NO,NO,NO,NO,NO,NO
10232858755,TFF539,2026-06-12,0,NO,NO,NO,NO,NO,NO,NO,NO
10232859530,AC177GM,2026-06-12,0,NO,NO,NO,NO,NO,NO,NO,NO
10232870700,NFT229,2026-06-12,0,NO,NO,NO,NO,NO,NO,NO,NO
10232865662,RYQ702,2026-06-12,0,NO,NO,NO,NO,NO,NO,NO,NO
10132849011,AI233BA,2026-06-12,0,NO,NO,NO,NO,NO,NO,NO,NO
10232870285,JPW863,2026-06-12,0,NO,NO,NO,NO,NO,NO,NO,NO
10132861429,ONH321,2026-06-12,0,NO,NO,NO,NO,NO,NO,NO,NO
10232859000,FMN234,2026-06-12,2,NO,NO,NO,NO,NO,SI,NO,SI
10232865247,HJR209,2026-06-12,1,NO,NO,NO,NO,NO,NO,NO,SI
10232872172,EJW129,2026-06-12,1,NO,NO,NO,NO,NO,NO,NO,SI
10132874233,OYQ711,2026-06-12,1,NO,NO,NO,NO,NO,NO,NO,SI
10232869770,BAS919,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232873508,RGC102,2026-06-12,2,NO,NO,NO,NO,SI,NO,NO,SI
10232873344,SBQ148,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232868922,AD985HR,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232868574,OIL710,2026-06-12,4,NO,NO,SI,SI,SI,SI,NO,NO
10232872058,NJB401,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10132869917,AH827AX,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232872640,TOP028,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10132873229,LRT697,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10132666481,GBX829,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232870959,AH014FD,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10132858528,OUE808,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10132862446,AH730WC,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232868650,LHK385,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232859607,AC177GJ,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232869637,AG795PP,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232872881,EUX026,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232867273,AF634EY,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232872861,AA115CR,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232873755,EYI229,2026-06-12,3,NO,NO,NO,SI,SI,NO,NO,SI
10232871121,NHB130,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232873163,GJY129,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232868482,AH282BZ,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232863451,NRI229,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232866846,ONM777,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232867776,AE398PP,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232870655,FSL582,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232866681,AG368QQ,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232868413,AE398PC,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232870092,HYR202,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232864830,AG902CK,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10132860847,KPH275,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232867952,AD202IB,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10132863909,MZK415,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10132873493,GMQ624,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232865869,AH307WX,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10132872482,ODF605,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232863270,NKE834,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232870588,MXH373,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232871887,UAJ775,2026-06-12,3,NO,NO,SI,SI,NO,NO,NO,SI
10232876023,MID428,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232861184,JQI122,2026-06-12,5,NO,NO,SI,SI,SI,NO,SI,SI
10132865226,KRQ680,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10132867737,UYS462,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232871403,RTO602,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232865783,OLD118,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10132870601,AA627NS,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10132869462,LIK574,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10132870836,OGE573,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232871565,IBP080,2026-06-12,4,NO,NO,SI,SI,SI,SI,NO,NO
10232875160,LAB082,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10132872211,NLV510,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232871908,LZH220,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232871301,AH454AM,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10132865402,PMT311,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232874264,ANV172,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10132868889,ELW876,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10132727662,AB094BG,2026-06-12,5,NO,SI,SI,SI,SI,NO,NO,SI
10132871732,NYS723,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10132863075,KXI575,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232871372,KUE712,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10132860925,KCX278,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232870517,KAS544,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10132865793,AD147JJ,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232874312,AF355JL,2026-06-12,6,NO,NO,SI,SI,SI,SI,SI,SI
10132853605,TTZ797,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10132874615,AA061LF,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10132865902,SYX352,2026-06-12,4,NO,NO,SI,SI,SI,SI,NO,NO
10132870838,BNP653,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10132865513,SSV409,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10132875901,ITX394,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10132874200,EYA635,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10132873385,GPQ650,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10132865461,AH578GG,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10132873496,AC065FR,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10132869604,EUP076,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232866463,OYP071,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232871182,AG757GM,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232872984,GCX820,2026-06-12,3,NO,NO,NO,SI,SI,NO,NO,SI
10232870182,NFM954,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232874474,MVL313,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10132866904,AB867MG,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232873191,AI058IM,2026-06-12,5,NO,SI,SI,SI,SI,NO,NO,SI
10132870718,LCK970,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232871322,LAA145,2026-06-12,5,NO,SI,SI,SI,SI,NO,NO,SI
10232871613,AG700LA,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10132863809,HSA243,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232874378,MBL249,2026-06-12,3,SI,NO,SI,NO,NO,NO,NO,SI
10132864719,FPW991,2026-06-12,5,NO,NO,SI,SI,SI,NO,SI,SI
10232869251,OHD550,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232873590,DNN624,2026-06-12,4,NO,SI,NO,SI,SI,NO,NO,SI
10232873185,AG910WD,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232873026,SRE008,2026-06-12,4,NO,NO,SI,SI,SI,NO,SI,NO
10232873571,AF130KP,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10232866935,OUQ796,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232870952,NZL474,2026-06-12,3,NO,NO,SI,SI,SI,NO,NO,NO
10232871774,HBQ134,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10132866243,PIC074,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10232873902,KVB940,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232875212,UYG281,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232867645,AF681NU,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10132861784,AH475NM,2026-06-12,6,NO,SI,SI,SI,SI,SI,NO,SI
10132866256,AD891QV,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10132861848,AG404RH,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10232869943,AH546ZW,2026-06-12,5,NO,SI,SI,SI,SI,NO,NO,SI
10132868133,NVT723,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10232874790,AE256JI,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232872098,JVQ890,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232872256,CRK690,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10132855728,AF721KR,2026-06-12,4,NO,NO,NO,SI,SI,SI,NO,SI
10232871927,AA581CE,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10132870459,AI116CH,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232870642,AB919TR,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10132864753,AG141SD,2026-06-12,5,SI,NO,SI,SI,SI,NO,NO,SI
10132870033,AD591JW,2026-06-12,6,NO,SI,SI,SI,SI,NO,SI,SI
10132875893,GCV707,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232867038,AF093OL,2026-06-12,6,NO,NO,SI,SI,SI,SI,SI,SI
10232864394,AE146FR,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10132874001,HAQ849,2026-06-12,6,NO,NO,SI,SI,SI,SI,SI,SI
10232859660,OUR677,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10232875830,SVC434,2026-06-12,3,NO,NO,SI,NO,SI,NO,NO,SI
10232875397,EEW638,2026-06-12,5,SI,NO,SI,SI,SI,NO,NO,SI
10132856957,AA135BX,2026-06-12,2,NO,SI,NO,SI,NO,NO,NO,NO
10232861143,AE127LD,2026-06-12,5,SI,NO,SI,SI,SI,NO,NO,SI
10232873672,KCO878,2026-06-12,6,NO,SI,SI,SI,SI,SI,NO,SI
10232872642,JTH971,2026-06-12,6,NO,SI,SI,SI,SI,SI,NO,SI
10232870671,AG821LF,2026-06-12,5,SI,NO,SI,NO,SI,SI,NO,SI
10232872497,IIJ540,2026-06-12,6,SI,NO,SI,SI,SI,SI,NO,SI
10232869901,AA277AE,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10132872287,EHY029,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10132865754,ONB326,2026-06-12,6,SI,SI,NO,SI,SI,SI,NO,SI
10132858573,AE821PH,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10132864351,FHE167,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10132874033,HAF318,2026-06-12,4,SI,SI,NO,SI,SI,NO,NO,NO
10232871261,OFF176,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232860613,TGN234,2026-06-12,4,NO,NO,SI,SI,SI,SI,NO,NO
10132864947,AI208DC,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10132862004,KVY168,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10232872665,HIA854,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232872070,NNC752,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232865903,GUS514,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232873742,AG700DH,2026-06-12,4,NO,NO,NO,SI,SI,SI,NO,SI
10232870813,LKY298,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232868688,NFJ540,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232861228,AE876AA,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232873654,AG457GV,2026-06-12,6,NO,SI,SI,SI,SI,SI,NO,SI
10232872204,AE997FS,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10232863400,AB121FS,2026-06-12,2,NO,SI,NO,SI,NO,NO,NO,NO
10232866009,AC123QQ,2026-06-12,5,NO,SI,SI,SI,SI,NO,NO,SI
10132875161,AE003LA,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232867159,HFH431,2026-06-12,4,NO,SI,NO,SI,SI,NO,NO,SI
10232868742,AI213BW,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10232863521,GQI863,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10232871311,HHX097,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10232875765,JLO053,2026-06-12,5,NO,SI,SI,SI,SI,NO,NO,SI
10232869633,LGP887,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10232871443,KSF026,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10132871056,AH259PP,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10132865622,KZV625,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10132865957,GRG652,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10132875888,AI112IQ,2026-06-12,7,SI,SI,SI,SI,SI,NO,SI,SI
10232874282,DXG774,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10132875610,AA534LO,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10132862309,AE270DN,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10132874192,AH704KA,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10232874407,KWE550,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10232868079,AE184NU,2026-06-12,6,SI,NO,SI,SI,SI,SI,NO,SI
10132865431,JWW873,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10232860997,AB897ME,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10132874480,CEE030,2026-06-12,4,SI,SI,NO,SI,SI,NO,NO,NO
10232872339,MZM885,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10132873774,AA669PU,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10232864757,FUN406,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10232868375,ITT596,2026-06-12,5,SI,NO,SI,SI,SI,NO,NO,SI
10232872130,OJR491,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10232873119,AA727AX,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10132875352,OXH533,2026-06-12,8,SI,SI,SI,SI,SI,SI,SI,SI
10232870728,AH694LR,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10232878798,IQT544,2026-06-12,4,SI,NO,SI,SI,SI,NO,NO,NO
10232871325,DWG366,2026-06-12,3,SI,NO,NO,SI,NO,SI,NO,NO
10232870767,AC732JF,2026-06-12,4,NO,NO,SI,SI,SI,NO,NO,SI
10232877878,HCE659,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10132869456,OBI842,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10132873515,AC148BO,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10232878228,AE343EL,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10232875848,LLK608,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10232873849,FVU401,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10232877922,AH951LM,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10232875653,CDU582,2026-06-12,5,NO,NO,SI,SI,SI,SI,NO,SI
10132875727,AF552VN,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10132875333,GRV677,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10232874562,EID035,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10232871670,BZQ739,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10132846659,CVT534,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10232871936,KBJ696,2026-06-12,6,SI,SI,SI,SI,SI,SI,NO,NO
10132865758,AD914LR,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10132865188,LNZ210,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10132866104,AF697MM,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10232875157,SHH626,2026-06-12,6,SI,SI,NO,SI,SI,SI,NO,SI
10132865496,AB715AQ,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10232877010,FCN193,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10232874965,OIU742,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10232874131,EEH704,2026-06-12,4,SI,SI,NO,SI,SI,NO,NO,NO
10232877229,LRF685,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10132866229,AF068ZM,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10132866135,AE207PM,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10132866154,OGQ009,2026-06-12,6,SI,SI,SI,SI,SI,SI,NO,NO
10232877123,AB552CU,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10232877059,OWD446,2026-06-12,4,SI,SI,NO,SI,SI,NO,NO,NO
10232878311,HOK661,2026-06-12,5,SI,SI,SI,SI,SI,NO,NO,NO
10232877199,OJP930,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10232878914,CLU463,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10232879161,AE933VI,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10132869817,AF057ND,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10132866985,AB472BY,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10132875165,MMO494,2026-06-12,4,NO,SI,SI,SI,SI,NO,NO,NO
10132870189,AH885FE,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10232881188,JAG462,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10132874977,ORR509,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10132869069,PHP591,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10232864066,IVA879,2026-06-12,4,SI,NO,NO,NO,SI,SI,NO,SI
10232880308,KLY054,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10132872779,JJR673,2026-06-12,2,NO,SI,NO,NO,NO,NO,NO,SI
10232872925,HPD172,2026-06-12,3,NO,NO,SI,SI,SI,NO,NO,NO
10232874944,FYA333,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10132870013,AE757ZH,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10232875353,EMT310,2026-06-12,3,NO,NO,SI,SI,SI,NO,NO,NO
10232868285,EMU340,2026-06-12,5,SI,SI,SI,SI,SI,NO,NO,NO
10232868244,KCO877,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10232866841,FGC102,2026-06-12,3,NO,NO,SI,SI,SI,NO,NO,NO
10232878000,PGR058,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10132857277,SST803,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10132857122,AD277AN,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10232859172,HFI969,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10232878362,AB109MT,2026-06-12,2,NO,SI,SI,NO,NO,NO,NO,NO
10232877459,AI318EE,2026-06-12,7,SI,SI,SI,SI,SI,SI,NO,SI
10132877312,HIH946,2026-06-12,6,SI,SI,SI,SI,SI,NO,NO,SI
10132873470,MLU932,2026-06-12,4,SI,SI,NO,SI,NO,SI,NO,NO
10232867615,AF410NV,2026-06-12,5,SI,SI,SI,SI,SI,NO,NO,NO
10232880775,AG532SW,2026-06-13,7,SI,SI,SI,SI,SI,SI,NO,SI
10232880754,EJK015,2026-06-13,6,SI,SI,SI,SI,SI,NO,NO,SI
10132873930,MPA773,2026-06-13,2,SI,SI,NO,NO,NO,NO,NO,NO
10232878621,AE599EE,2026-06-13,7,SI,SI,SI,SI,SI,SI,NO,SI
10232875490,AA666BP,2026-06-13,5,SI,SI,SI,SI,NO,NO,NO,SI
10232884547,OVL175,2026-06-13,2,NO,SI,SI,NO,NO,NO,NO,NO
10132871272,FRS580,2026-06-13,6,SI,SI,SI,SI,SI,NO,NO,SI
10232860039,ILN463,2026-06-13,2,SI,SI,NO,NO,NO,NO,NO,NO
10232879704,NXO394,2026-06-13,4,SI,SI,NO,SI,SI,NO,NO,NO
10132873983,DTZ669,2026-06-13,4,SI,SI,SI,NO,NO,NO,NO,SI
10232878504,AH606LY,2026-06-13,7,SI,SI,SI,SI,SI,SI,NO,SI
10232869828,AI110VO,2026-06-13,7,SI,SI,SI,SI,SI,SI,NO,SI
10232883414,AD581CR,2026-06-13,7,SI,SI,SI,SI,SI,SI,NO,SI
10232883585,RGC102,2026-06-13,4,SI,SI,NO,NO,SI,NO,NO,SI
10232884321,OYQ791,2026-06-13,6,SI,NO,SI,SI,SI,SI,NO,SI
10232856584,AC877NL,2026-06-13,6,SI,SI,SI,NO,SI,SI,NO,SI
10232873822,KQK959,2026-06-13,2,SI,NO,NO,NO,NO,NO,NO,SI
10232879386,BLL260,2026-06-13,6,SI,SI,SI,SI,SI,NO,NO,SI
10232874665,EAW743,2026-06-13,2,SI,SI,NO,NO,NO,NO,NO,NO
10232883764,AB695KF,2026-06-13,6,SI,SI,NO,SI,SI,SI,NO,SI
10232879674,AI318ED,2026-06-13,6,SI,NO,SI,SI,SI,SI,NO,SI
10132867679,PHP447,2026-06-13,6,SI,SI,SI,SI,SI,NO,NO,SI
10232868088,SRC100,2026-06-13,7,SI,SI,SI,SI,SI,SI,NO,SI
10232867348,NBT607,2026-06-13,6,SI,SI,SI,SI,SI,NO,NO,SI
10132882313,ABE676,2026-06-13,4,SI,SI,NO,SI,NO,NO,NO,SI
10232877406,AE399NQ,2026-06-13,7,SI,SI,SI,SI,SI,SI,NO,SI
10232878817,AE023FA,2026-06-13,7,SI,SI,SI,SI,SI,SI,NO,SI
10232879217,AF060AZ,2026-06-13,4,SI,SI,SI,NO,NO,NO,NO,SI
10132879810,DWF452,2026-06-13,7,SI,SI,SI,SI,SI,SI,NO,SI
10232874712,ENN316,2026-06-13,5,SI,SI,SI,SI,NO,NO,NO,SI
10232884102,AB898XT,2026-06-13,7,SI,SI,SI,SI,SI,SI,NO,SI
10132884449,AE049LE,2026-06-13,7,SI,SI,SI,SI,SI,SI,NO,SI
10232881514,AE997FX,2026-06-13,7,SI,SI,SI,SI,SI,SI,NO,SI
10232883273,IYR725,2026-06-13,7,SI,SI,SI,SI,SI,SI,NO,SI
10232880950,AC736ZA,2026-06-13,5,SI,SI,SI,NO,NO,SI,NO,SI
10232881081,AA559SN,2026-06-13,7,SI,SI,SI,SI,SI,SI,NO,SI
10132881929,VML034,2026-06-13,5,SI,SI,SI,NO,SI,NO,NO,SI
10232882911,FEU301,2026-06-13,6,SI,SI,SI,SI,SI,NO,NO,SI
10132889052,BPP099,2026-06-13,4,SI,NO,SI,NO,NO,SI,NO,SI
10232884013,LEU216,2026-06-13,7,SI,SI,SI,SI,SI,SI,NO,SI
10132867718,KFA554,2026-06-13,4,SI,NO,SI,NO,SI,NO,NO,SI
10232859270,RDA055,2026-06-13,7,SI,SI,SI,SI,SI,NO,SI,SI
10232867059,KGX006,2026-06-13,7,SI,SI,SI,SI,SI,SI,NO,SI
10132873904,HFB532,2026-06-13,7,SI,SI,SI,SI,SI,SI,NO,SI
10132874618,GBH607,2026-06-13,0,NO,NO,NO,NO,NO,NO,NO,NO
10232882229,HWH743,2026-06-13,7,SI,SI,SI,SI,SI,SI,NO,SI
10232878882,RCY621,2026-06-13,6,SI,SI,SI,SI,SI,NO,NO,SI
10132884764,OWT012,2026-06-13,7,SI,SI,SI,SI,SI,SI,NO,SI
10132876574,OTS156,2026-06-13,7,SI,SI,SI,SI,SI,SI,NO,SI
10132884500,ONH321,2026-06-13,2,NO,NO,NO,SI,SI,NO,NO,NO
10232887981,NBW181,2026-06-13,5,SI,NO,SI,SI,SI,NO,NO,SI
10232882562,AE037TI,2026-06-13,6,SI,SI,SI,SI,SI,NO,NO,SI
10232869371,AF367ZH,2026-06-13,5,NO,NO,SI,SI,SI,SI,NO,SI
10232866735,RXT858,2026-06-13,5,SI,NO,SI,SI,SI,NO,NO,SI
10132893642,HOK764,2026-06-13,5,SI,SI,NO,SI,SI,NO,NO,SI
10232887894,AD113QZ,2026-06-13,6,SI,SI,SI,SI,SI,NO,NO,SI
10232877377,EJF000,2026-06-13,5,SI,SI,NO,SI,SI,NO,NO,SI
10232869369,VJL514,2026-06-13,7,SI,SI,SI,SI,SI,SI,NO,SI
10132893761,ELI857,2026-06-13,6,NO,SI,SI,SI,SI,SI,NO,SI
10232887411,IAO209,2026-06-13,4,NO,SI,SI,NO,SI,NO,NO,SI
10132856669,PFJ257,2026-06-13,7,SI,SI,SI,SI,SI,SI,NO,SI
10132882606,BCD343,2026-06-13,5,SI,SI,NO,SI,SI,NO,NO,SI
10132875729,LZV032,2026-06-13,7,SI,SI,SI,SI,SI,SI,NO,SI
10232887007,PMP414,2026-06-13,6,SI,SI,SI,SI,SI,NO,NO,SI
10232888326,AE332IG,2026-06-13,7,SI,SI,SI,SI,SI,SI,NO,SI
10232882934,MWP744,2026-06-13,6,SI,SI,SI,SI,SI,NO,NO,SI
10132884678,PIQ686,2026-06-13,7,SI,SI,SI,SI,SI,SI,NO,SI
