external_operation_id,source_file,source_date,plate_normalized,product_normalized,producto_original,platform_normalized,plataforma_original,planta_normalized,movement_type,mov,movement_type_detail,external_ingreso_at,external_calado_at,external_salida_at,contrato,comprob,cp_remito,ctg,cupo,kgs_neto,matched_journey_uids,matched_journey_count,truckflow_first_seen_at,truckflow_last_seen_at,truckflow_duration_min,truckflow_circuit_codes,truckflow_circuit_labels,truckflow_executive_statuses,truckflow_valid_details,truckflow_observed_sequence_combined,truckflow_coverage_percent_avg,truckflow_has_strong_point_any,resolved_product,resolved_platform,resolved_circuit_family,resolved_executive_circuit_code,resolved_operational_point,resolved_plant_hint,resolution_source,match_quality,route_quality,analysis_ready_for_scatter,analysis_ready_for_full_route_kpi,analysis_warning,evidence_count,no_truckflow_reason,diagnostic_detail,possible_duplicate_assignment,external_sl_balanza_entrada_at,external_sl_balanza_salida_at,tiempos_entre_pasos_match,tiempos_entre_pasos_source_file,sl_balanza_fuente,observaciones,observacion_calidad,ingreso_id
CTG_10133103589,MovimientosPorContrato_20260626.xlsx,2026-06-26,AD910XD,SOJA,SOJA,VOLCABLE_PTO_1,VOLCABLE PTO 1,TERMINAL_EMBARQUE,INGRESO,I,I,2026-06-25T14:05:00,2026-06-25T21:53:00,2026-06-26T00:23:00,2000652,000404032469,0001000004883,10133103589,VIC201801250626,36520,,0,,,0,,,,,,0,false,SOJA,VOLCABLE_PTO_1,SAN_LORENZO_VOLCABLE,R7,VOLCABLE_PTO_1,TERMINAL_EMBARQUE,EXCEL_PLATFORM_PRODUCT,NO_TRUCKFLOW_EVIDENCE,ROUTE_UNKNOWN,false,false,NO_CAMERA_EVIDENCE_FOUND|NO_MEASURABLE_SEGMENTS|NO_CAMERA_EVIDENCE_FOUND,0,NO_TRUCKFLOW_EXACT_PLATE_MATCH,plate_not_in_any_journey,false,2026-06-25T23:40:00,,INGRESO_ID,TiemposEntrePasos_20260625.xlsx,,"FAZON 2026, FAZON 2026",,14439172
CTG_10133093435,MovimientosPorContrato_20260626.xlsx,2026-06-26,AC369WE,SOJA,SOJA,VOLCABLE_PTO_5,VOLCABLE PTO 5,TERMINAL_EMBARQUE,INGRESO,I,I,2026-06-25T13:33:00,2026-06-25T21:17:00,2026-06-26T00:27:00,2000662,000404032470,0000100001174,10133093435,VIC897205250626,37000,,0,,,0,,,,,,0,false,SOJA,VOLCABLE_PTO_5,SAN_LORENZO_VOLCABLE,R7,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,EXCEL_PLATFORM_PRODUCT,NO_TRUCKFLOW_EVIDENCE,ROUTE_UNKNOWN,false,false,NO_CAMERA_EVIDENCE_FOUND|NO_MEASURABLE_SEGMENTS|NO_CAMERA_EVIDENCE_FOUND,0,NO_TRUCKFLOW_EXACT_PLATE_MATCH,plate_not_in_any_journey,false,2026-06-25T22:54:00,,INGRESO_ID,TiemposEntrePasos_20260625.xlsx,,"FAZON PTO 2026, FAZON PTO 2026",,14439154
CTG_10233115379,MovimientosPorContrato_20260626.xlsx,2026-06-26,AF674YH,SOJA,SOJA,VOLCABLE_PTO_2,VOLCABLE PTO 2,TERMINAL_EMBARQUE,INGRESO,I,I,2026-06-25T11:08:00,2026-06-25T20:00:00,2026-06-26T00:28:00,2000655,000404032471,0000500010628,10233115379,VIC202459250626,35320,,0,,,0,,,,,,0,false,SOJA,VOLCABLE_PTO_2,SAN_LORENZO_VOLCABLE,R7,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,EXCEL_PLATFORM_PRODUCT,NO_TRUCKFLOW_EVIDENCE,ROUTE_UNKNOWN,false,false,NO_CAMERA_EVIDENCE_FOUND|NO_MEASURABLE_SEGMENTS|NO_CAMERA_EVIDENCE_FOUND,0,NO_TRUCKFLOW_EXACT_PLATE_MATCH,plate_not_in_any_journey,false,2026-06-25T23:53:00,,INGRESO_ID,TiemposEntrePasos_20260625.xlsx,,"FAZON 2026, FAZON 2026",,14439081
CTG_10233117318,MovimientosPorContrato_20260626.xlsx,2026-06-26,GXN483,SOJA,SOJA,VOLCABLE_PTO_3,VOLCABLE PTO 3,TERMINAL_EMBARQUE,INGRESO,I,I,2026-06-25T11:35:00,2026-06-25T20:07:00,2026-06-26T00:30:00,2000651,000404032472,0000100001584,10233117318,VIC300466250626,30860,,0,,,0,,,,,,0,false,SOJA,VOLCABLE_PTO_3,SAN_LORENZO_VOLCABLE,R7,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,EXCEL_PLATFORM_PRODUCT,NO_TRUCKFLOW_EVIDENCE,ROUTE_UNKNOWN,false,false,NO_CAMERA_EVIDENCE_FOUND|NO_MEASURABLE_SEGMENTS|NO_CAMERA_EVIDENCE_FOUND,0,NO_TRUCKFLOW_EXACT_PLATE_MATCH,plate_not_in_any_journey,false,2026-06-25T23:55:00,,INGRESO_ID,TiemposEntrePasos_20260625.xlsx,,"FAZON 2026, FAZON 2026",,14439090
CTG_10233108365,MovimientosPorContrato_20260626.xlsx,2026-06-26,FBQ587,SOJA,SOJA,VOLCABLE_PTO_1,VOLCABLE PTO 1,TERMINAL_EMBARQUE,INGRESO,I,I,2026-06-25T14:24:00,2026-06-25T22:16:00,2026-06-26T00:31:00,2000662,000404032473,0010000538073,10233108365,VIC544163240626,30440,,0,,,0,,,,,,0,false,SOJA,VOLCABLE_PTO_1,SAN_LORENZO_VOLCABLE,R7,VOLCABLE_PTO_1,TERMINAL_EMBARQUE,EXCEL_PLATFORM_PRODUCT,NO_TRUCKFLOW_EVIDENCE,ROUTE_UNKNOWN,false,false,NO_CAMERA_EVIDENCE_FOUND|NO_MEASURABLE_SEGMENTS|NO_CAMERA_EVIDENCE_FOUND,0,NO_TRUCKFLOW_EXACT_PLATE_MATCH,plate_not_in_any_journey,false,2026-06-25T23:52:00,,INGRESO_ID,TiemposEntrePasos_20260625.xlsx,,"FAZON PTO 2026, FAZON PTO 2026",,14439191
CTG_10133097985,MovimientosPorContrato_20260626.xlsx,2026-06-26,AF206BP,SOJA,SOJA,VOLCABLE_PTO_2,VOLCABLE PTO 2,TERMINAL_EMBARQUE,INGRESO,I,I,2026-06-25T13:50:00,2026-06-25T21:34:00,2026-06-26T00:32:00,2000662,000404032474,0000100004616,10133097985,VIC008904250626,30360,,0,,,0,,,,,,0,false,SOJA,VOLCABLE_PTO_2,SAN_LORENZO_VOLCABLE,R7,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,EXCEL_PLATFORM_PRODUCT,NO_TRUCKFLOW_EVIDENCE,ROUTE_UNKNOWN,false,false,NO_CAMERA_EVIDENCE_FOUND|NO_MEASURABLE_SEGMENTS|NO_CAMERA_EVIDENCE_FOUND,0,NO_TRUCKFLOW_EXACT_PLATE_MATCH,plate_not_in_any_journey,false,2026-06-25T23:41:00,,INGRESO_ID,TiemposEntrePasos_20260625.xlsx,,"FAZON PTO 2026, FAZON PTO 2026",,14439160
COMPROB_000200430699,MovimientosPorContrato_20260626.xlsx,2026-06-26,AH539QA,CHIP DE PINO,CHIP DE PINO,PLAYA_LEÑA_Y_CHIP,PLAYA LEÑA Y CHIP,AVELLANEDA,INGRESO,I,I,2026-06-25T17:32:00,,2026-06-26T00:32:00,999823,000200430699,0000100024952,0,,30540,,0,,,0,,,,,,0,false,CHIP DE PINO,PLAYA_LEÑA_Y_CHIP,,,PLAYA_LEÑA_Y_CHIP,AVELLANEDA,EXCEL_PLATFORM_PRODUCT,NO_TRUCKFLOW_EVIDENCE,ROUTE_UNKNOWN,false,false,NO_CAMERA_EVIDENCE_FOUND|NO_MEASURABLE_SEGMENTS|NO_CAMERA_EVIDENCE_FOUND,0,NO_TRUCKFLOW_EXACT_PLATE_MATCH,plate_not_in_any_journey,false,2026-06-25T20:33:00,,INGRESO_ID,TiemposEntrePasos_20260625.xlsx,,,,14439286
CTG_10133093607,MovimientosPorContrato_20260626.xlsx,2026-06-26,NFS501,SOJA,SOJA,VOLCABLE_PTO_3,VOLCABLE PTO 3,TERMINAL_EMBARQUE,INGRESO,I,I,2026-06-25T14:26:00,2026-06-25T22:18:00,2026-06-26T00:33:00,2000662,000404032475,0000000001659,10133093607,VIC247501250626,34320,,0,,,0,,,,,,0,false,SOJA,VOLCABLE_PTO_3,SAN_LORENZO_VOLCABLE,R7,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,EXCEL_PLATFORM_PRODUCT,NO_TRUCKFLOW_EVIDENCE,ROUTE_UNKNOWN,false,false,NO_CAMERA_EVIDENCE_FOUND|NO_MEASURABLE_SEGMENTS|NO_CAMERA_EVIDENCE_FOUND,0,NO_TRUCKFLOW_EXACT_PLATE_MATCH,plate_not_in_any_journey,false,2026-06-25T23:56:00,,INGRESO_ID,TiemposEntrePasos_20260625.xlsx,,"FAZON PTO 2026, FAZON PTO 2026",,14439192
CTG_10233114610,MovimientosPorContrato_20260626.xlsx,2026-06-26,MID428,SOJA,SOJA,VOLCABLE_PTO_2,VOLCABLE PTO 2,TERMINAL_EMBARQUE,INGRESO,I,I,2026-06-25T11:14:00,2026-06-25T20:02:00,2026-06-26T00:35:00,2000655,000404032476,0000500010627,10233114610,VIC051773250626,36060,,0,,,0,,,,,,0,false,SOJA,VOLCABLE_PTO_2,SAN_LORENZO_VOLCABLE,R7,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,EXCEL_PLATFORM_PRODUCT,NO_TRUCKFLOW_EVIDENCE,ROUTE_UNKNOWN,false,false,NO_CAMERA_EVIDENCE_FOUND|NO_MEASURABLE_SEGMENTS|NO_CAMERA_EVIDENCE_FOUND,0,NO_TRUCKFLOW_EXACT_PLATE_MATCH,plate_not_in_any_journey,false,2026-06-25T23:54:00,,INGRESO_ID,TiemposEntrePasos_20260625.xlsx,,"FAZON 2026, FAZON 2026",,14439082
CTG_10233111741,MovimientosPorContrato_20260626.xlsx,2026-06-26,GVS199,SOJA,SOJA,VOLCABLE_PTO_5,VOLCABLE PTO 5,TERMINAL_EMBARQUE,INGRESO,I,I,2026-06-25T14:18:00,2026-06-25T22:06:00,2026-06-26T00:37:00,2000655,000404032477,0000100004713,10233111741,VIC821317250626,34880,,0,,,0,,,,,,0,false,SOJA,VOLCABLE_PTO_5,SAN_LORENZO_VOLCABLE,R7,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,EXCEL_PLATFORM_PRODUCT,NO_TRUCKFLOW_EVIDENCE,ROUTE_UNKNOWN,false,false,NO_CAMERA_EVIDENCE_FOUND|NO_MEASURABLE_SEGMENTS|NO_CAMERA_EVIDENCE_FOUND,0,NO_TRUCKFLOW_EXACT_PLATE_MATCH,plate_not_in_any_journey,false,2026-06-25T23:16:00,,INGRESO_ID,TiemposEntrePasos_20260625.xlsx,,"FAZON 2026, FAZON 2026",,14439183
CTG_10133105520,MovimientosPorContrato_20260626.xlsx,2026-06-26,AF461KM,SOJA,SOJA,VOLCABLE_PTO_1,VOLCABLE PTO 1,TERMINAL_EMBARQUE,INGRESO,I,I,2026-06-25T10:29:00,2026-06-25T19:42:00,2026-06-26T00:38:00,2000655,000404032478,0592900000021,10133105520,VIC952879250626,30520,,0,,,0,,,,,,0,false,SOJA,VOLCABLE_PTO_1,SAN_LORENZO_VOLCABLE,R7,VOLCABLE_PTO_1,TERMINAL_EMBARQUE,EXCEL_PLATFORM_PRODUCT,NO_TRUCKFLOW_EVIDENCE,ROUTE_UNKNOWN,false,false,NO_CAMERA_EVIDENCE_FOUND|NO_MEASURABLE_SEGMENTS|NO_CAMERA_EVIDENCE_FOUND,0,NO_TRUCKFLOW_EXACT_PLATE_MATCH,plate_not_in_any_journey,false,2026-06-25T23:49:00,,INGRESO_ID,TiemposEntrePasos_20260625.xlsx,,"FAZON 2026, FAZON 2026",,14439063
CTG_10133105576,MovimientosPorContrato_20260626.xlsx,2026-06-26,TNJ810,SOJA,SOJA,VOLCABLE_PTO_5,VOLCABLE PTO 5,TERMINAL_EMBARQUE,INGRESO,I,I,2026-06-25T14:19:00,2026-06-25T22:08:00,2026-06-26T00:40:00,2000662,000404032479,0000000001131,10133105576,VIC460070250626,29520,,0,,,0,,,,,,0,false,SOJA,VOLCABLE_PTO_5,SAN_LORENZO_VOLCABLE,R7,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,EXCEL_PLATFORM_PRODUCT,NO_TRUCKFLOW_EVIDENCE,ROUTE_UNKNOWN,false,false,NO_CAMERA_EVIDENCE_FOUND|NO_MEASURABLE_SEGMENTS|NO_CAMERA_EVIDENCE_FOUND,0,NO_TRUCKFLOW_EXACT_PLATE_MATCH,plate_not_in_any_journey,false,2026-06-25T23:18:00,,INGRESO_ID,TiemposEntrePasos_20260625.xlsx,,"FAZON PTO 2026, FAZON PTO 2026",,14439185
CTG_10233097845,MovimientosPorContrato_20260626.xlsx,2026-06-26,GGK832,SOJA,SOJA,VOLCABLE_PTO_1,VOLCABLE PTO 1,TERMINAL_EMBARQUE,INGRESO,I,I,2026-06-25T11:42:00,2026-06-25T20:13:00,2026-06-26T00:41:00,2000662,000404032480,0010000537946,10233097845,VIC589977250626,31080,,0,,,0,,,,,,0,false,SOJA,VOLCABLE_PTO_1,SAN_LORENZO_VOLCABLE,R7,VOLCABLE_PTO_1,TERMINAL_EMBARQUE,EXCEL_PLATFORM_PRODUCT,NO_TRUCKFLOW_EVIDENCE,ROUTE_UNKNOWN,false,false,NO_CAMERA_EVIDENCE_FOUND|NO_MEASURABLE_SEGMENTS|NO_CAMERA_EVIDENCE_FOUND,0,NO_TRUCKFLOW_EXACT_PLATE_MATCH,plate_not_in_any_journey,false,2026-06-25T23:59:00,,INGRESO_ID,TiemposEntrePasos_20260625.xlsx,,"FAZON PTO 2026, FAZON PTO 2026",,14439094
CTG_10233097969,MovimientosPorContrato_20260626.xlsx,2026-06-26,DYS129,SOJA,SOJA,VOLCABLE_PTO_2,VOLCABLE PTO 2,TERMINAL_EMBARQUE,INGRESO,I,I,2026-06-25T11:50:00,2026-06-25T20:14:00,2026-06-26T00:43:00,2000662,000404032481,0010000537950,10233097969,VIC745441250626,29900,,0,,,0,,,,,,0,false,SOJA,VOLCABLE_PTO_2,SAN_LORENZO_VOLCABLE,R7,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,EXCEL_PLATFORM_PRODUCT,NO_TRUCKFLOW_EVIDENCE,ROUTE_UNKNOWN,false,false,NO_CAMERA_EVIDENCE_FOUND|NO_MEASURABLE_SEGMENTS|NO_CAMERA_EVIDENCE_FOUND,0,NO_TRUCKFLOW_EXACT_PLATE_MATCH,plate_not_in_any_journey,false,2026-06-26T00:00:00,,INGRESO_ID,TiemposEntrePasos_20260625.xlsx,,"FAZON PTO 2026, FAZON PTO 2026",,14439096
CTG_10233114545,MovimientosPorContrato_20260626.xlsx,2026-06-26,FFF699,SOJA,SOJA,VOLCABLE_PTO_3,VOLCABLE PTO 3,TERMINAL_EMBARQUE,INGRESO,I,I,2026-06-25T12:14:00,2026-06-25T20:19:00,2026-06-26T00:44:00,2000662,000404032482,0010000006950,10233114545,VIC731987250626,30320,,0,,,0,,,,,,0,false,SOJA,VOLCABLE_PTO_3,SAN_LORENZO_VOLCABLE,R7,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,EXCEL_PLATFORM_PRODUCT,NO_TRUCKFLOW_EVIDENCE,ROUTE_UNKNOWN,false,false,NO_CAMERA_EVIDENCE_FOUND|NO_MEASURABLE_SEGMENTS|NO_CAMERA_EVIDENCE_FOUND,0,NO_TRUCKFLOW_EXACT_PLATE_MATCH,plate_not_in_any_journey,false,2026-06-26T00:01:00,,INGRESO_ID,TiemposEntrePasos_20260625.xlsx,,"FAZON PTO 2026, FAZON PTO 2026",,14439100
CTG_10233110803,MovimientosPorContrato_20260626.xlsx,2026-06-26,SQS547,SOJA,SOJA,VOLCABLE_PTO_5,VOLCABLE PTO 5,TERMINAL_EMBARQUE,INGRESO,I,I,2026-06-25T14:21:00,2026-06-25T22:10:00,2026-06-26T00:46:00,2000655,000404032483,0003200006575,10233110803,VIC472742250626,30260,,0,,,0,,,,,,0,false,SOJA,VOLCABLE_PTO_5,SAN_LORENZO_VOLCABLE,R7,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,EXCEL_PLATFORM_PRODUCT,NO_TRUCKFLOW_EVIDENCE,ROUTE_UNKNOWN,false,false,NO_CAMERA_EVIDENCE_FOUND|NO_MEASURABLE_SEGMENTS|NO_CAMERA_EVIDENCE_FOUND,0,NO_TRUCKFLOW_EXACT_PLATE_MATCH,plate_not_in_any_journey,false,2026-06-25T23:19:00,,INGRESO_ID,TiemposEntrePasos_20260625.xlsx,,"FAZON 2026, FAZON 2026",,14439186
