executive_circuit_code,journey_id,plate,from_logical,to_logical,transition_label,duration_min
R7,be107fa1-783c-4624-aee1-7352ac36b03c,,INGRESO,PREINGRESO,ingreso → preingreso,1.92
R7,be107fa1-783c-4624-aee1-7352ac36b03c,,PREINGRESO,CALADA,preingreso → calada,102.56
R7,be107fa1-783c-4624-aee1-7352ac36b03c,,CALADA,EGRESO,calada → egreso,7.71
R7,be107fa1-783c-4624-aee1-7352ac36b03c,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,7.40
R7,be107fa1-783c-4624-aee1-7352ac36b03c,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,97.67
R7,ae8a7756-bbff-45b6-ba44-62a05553969c,,INGRESO,PREINGRESO,ingreso → preingreso,4.83
R7,ae8a7756-bbff-45b6-ba44-62a05553969c,,PREINGRESO,EGRESO,preingreso → egreso,110.27
R7,059e04cc-5e1d-40d8-bf2d-34535569a62e,,INGRESO,PREINGRESO,ingreso → preingreso,1.59
R7,059e04cc-5e1d-40d8-bf2d-34535569a62e,,PREINGRESO,CALADA,preingreso → calada,61.63
R7,059e04cc-5e1d-40d8-bf2d-34535569a62e,,CALADA,EGRESO,calada → egreso,11.97
R7,059e04cc-5e1d-40d8-bf2d-34535569a62e,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,9.73
R7,059e04cc-5e1d-40d8-bf2d-34535569a62e,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,149.17
R7,4b18e6ec-269d-4e0f-af37-7bbe3c94a235__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,1.58
R7,4b18e6ec-269d-4e0f-af37-7bbe3c94a235__cycle_1,,PREINGRESO,CALADA,preingreso → calada,51.97
R7,4b18e6ec-269d-4e0f-af37-7bbe3c94a235__cycle_1,,CALADA,EGRESO,calada → egreso,13.05
R7,4b18e6ec-269d-4e0f-af37-7bbe3c94a235__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,10.07
R7,4b18e6ec-269d-4e0f-af37-7bbe3c94a235__cycle_1,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,119.67
R7,ece33f1b-a40b-440f-89c7-c1b2c9ec7c59,,PREINGRESO,CALADA,preingreso → calada,45.54
R7,ece33f1b-a40b-440f-89c7-c1b2c9ec7c59,,CALADA,SL_INGRESO,calada → san lorenzo ingreso,17.55
R7,ece33f1b-a40b-440f-89c7-c1b2c9ec7c59,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,118.17
R7,c16ab023-cd81-40e2-b454-411faefa4a5c__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,2.25
R7,c16ab023-cd81-40e2-b454-411faefa4a5c__cycle_1,,PREINGRESO,CALADA,preingreso → calada,33.06
R7,c16ab023-cd81-40e2-b454-411faefa4a5c__cycle_1,,CALADA,EGRESO,calada → egreso,8.17
R7,c16ab023-cd81-40e2-b454-411faefa4a5c__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,9.86
R7,c16ab023-cd81-40e2-b454-411faefa4a5c__cycle_1,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,149.59
R7,b91b2ded-f7d5-4259-afc9-03433c2e29e1__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,1.75
R7,b91b2ded-f7d5-4259-afc9-03433c2e29e1__cycle_1,,PREINGRESO,CALADA,preingreso → calada,27.79
R7,b91b2ded-f7d5-4259-afc9-03433c2e29e1__cycle_1,,CALADA,EGRESO,calada → egreso,17.90
R7,b91b2ded-f7d5-4259-afc9-03433c2e29e1__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.82
R7,b91b2ded-f7d5-4259-afc9-03433c2e29e1__cycle_1,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,126.34
R7,a82f134a-e0f9-4725-965b-d4981dd4cc78,,INGRESO,PREINGRESO,ingreso → preingreso,1.63
R7,a82f134a-e0f9-4725-965b-d4981dd4cc78,,PREINGRESO,CALADA,preingreso → calada,163.68
R7,a82f134a-e0f9-4725-965b-d4981dd4cc78,,CALADA,EGRESO,calada → egreso,15.71
R7,a82f134a-e0f9-4725-965b-d4981dd4cc78,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,11.31
R7,a82f134a-e0f9-4725-965b-d4981dd4cc78,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,39.17
R8,2213ad29-5a46-434e-a8ee-8bee8bf2278f__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,2.00
R8,2213ad29-5a46-434e-a8ee-8bee8bf2278f__cycle_1,,PREINGRESO,LIQUIDO,preingreso → líquido,143.26
R8,2213ad29-5a46-434e-a8ee-8bee8bf2278f__cycle_1,,LIQUIDO,BALANZA_INGRESO,líquido → balanza ingreso,7.59
R7,e4453f50-f6cf-46f5-bd3d-0fa092228c97__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,3.21
R7,e4453f50-f6cf-46f5-bd3d-0fa092228c97__cycle_1,,PREINGRESO,CALADA,preingreso → calada,151.73
R7,e4453f50-f6cf-46f5-bd3d-0fa092228c97__cycle_1,,CALADA,EGRESO,calada → egreso,5.88
R7,e4453f50-f6cf-46f5-bd3d-0fa092228c97__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,9.07
R7,e4453f50-f6cf-46f5-bd3d-0fa092228c97__cycle_1,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,195.90
R7,e4453f50-f6cf-46f5-bd3d-0fa092228c97__cycle_1,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,26.90
R7,75d55282-ba1a-4536-9138-7fceb62d4908,,INGRESO,PREINGRESO,ingreso → preingreso,3.08
R7,75d55282-ba1a-4536-9138-7fceb62d4908,,PREINGRESO,CALADA,preingreso → calada,146.83
R7,75d55282-ba1a-4536-9138-7fceb62d4908,,CALADA,EGRESO,calada → egreso,11.61
R7,75d55282-ba1a-4536-9138-7fceb62d4908,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,10.23
R7,75d55282-ba1a-4536-9138-7fceb62d4908,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,68.92
R7,e4780406-6830-41c0-828b-35f599b5bf82,,INGRESO,PREINGRESO,ingreso → preingreso,1.41
R7,e4780406-6830-41c0-828b-35f599b5bf82,,PREINGRESO,CALADA,preingreso → calada,145.32
R7,e4780406-6830-41c0-828b-35f599b5bf82,,CALADA,EGRESO,calada → egreso,10.38
R7,e4780406-6830-41c0-828b-35f599b5bf82,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,10.40
R7,e4780406-6830-41c0-828b-35f599b5bf82,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,38.51
R7,470de8e1-b36a-4d89-9b3a-b5dc7c859a0a,,PREINGRESO,CALADA,preingreso → calada,144.41
R7,470de8e1-b36a-4d89-9b3a-b5dc7c859a0a,,CALADA,EGRESO,calada → egreso,6.78
R7,04e873fa-88f4-4d7a-ad16-3142c32d06fe,,INGRESO,PREINGRESO,ingreso → preingreso,1.52
R7,04e873fa-88f4-4d7a-ad16-3142c32d06fe,,PREINGRESO,CALADA,preingreso → calada,142.46
R7,04e873fa-88f4-4d7a-ad16-3142c32d06fe,,CALADA,EGRESO,calada → egreso,6.46
R7,04e873fa-88f4-4d7a-ad16-3142c32d06fe,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,9.98
R7,04e873fa-88f4-4d7a-ad16-3142c32d06fe,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,36.42
R7,1a9f6915-5fdf-496d-a911-6086d63a1f93,,INGRESO,PREINGRESO,ingreso → preingreso,1.84
R7,1a9f6915-5fdf-496d-a911-6086d63a1f93,,PREINGRESO,CALADA,preingreso → calada,117.57
R7,1a9f6915-5fdf-496d-a911-6086d63a1f93,,CALADA,EGRESO,calada → egreso,8.62
R7,53003af3-0b05-46be-92cb-732c1d741a90,,INGRESO,PREINGRESO,ingreso → preingreso,2.17
R7,53003af3-0b05-46be-92cb-732c1d741a90,,PREINGRESO,CALADA,preingreso → calada,118.23
R7,53003af3-0b05-46be-92cb-732c1d741a90,,CALADA,EGRESO,calada → egreso,81.46
R7,024e034f-f454-451f-a941-4258801c8200,,INGRESO,PREINGRESO,ingreso → preingreso,38.00
R7,024e034f-f454-451f-a941-4258801c8200,,PREINGRESO,CALADA,preingreso → calada,74.24
R7,024e034f-f454-451f-a941-4258801c8200,,CALADA,EGRESO,calada → egreso,13.04
R7,024e034f-f454-451f-a941-4258801c8200,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,11.40
R7,024e034f-f454-451f-a941-4258801c8200,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,218.93
R7,3247171a-3f26-4137-80f2-429be4904458__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,36.33
R7,3247171a-3f26-4137-80f2-429be4904458__cycle_1,,PREINGRESO,CALADA,preingreso → calada,71.64
R7,3247171a-3f26-4137-80f2-429be4904458__cycle_1,,CALADA,EGRESO,calada → egreso,6.30
R7,3247171a-3f26-4137-80f2-429be4904458__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.48
R7,3247171a-3f26-4137-80f2-429be4904458__cycle_1,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,44.84
R7,8b8564b0-1886-47e1-bf33-58108423f975,,INGRESO,PREINGRESO,ingreso → preingreso,20.92
R7,8b8564b0-1886-47e1-bf33-58108423f975,,PREINGRESO,CALADA,preingreso → calada,70.41
R7,8b8564b0-1886-47e1-bf33-58108423f975,,CALADA,EGRESO,calada → egreso,6.04
R7,8b8564b0-1886-47e1-bf33-58108423f975,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,11.06
R7,8b8564b0-1886-47e1-bf33-58108423f975,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,260.85
R7,4c9f5d83-ef38-4236-b33a-5bb084827e59,,INGRESO,PREINGRESO,ingreso → preingreso,19.17
R7,4c9f5d83-ef38-4236-b33a-5bb084827e59,,PREINGRESO,CALADA,preingreso → calada,65.98
R7,4c9f5d83-ef38-4236-b33a-5bb084827e59,,CALADA,EGRESO,calada → egreso,6.88
R7,4c9f5d83-ef38-4236-b33a-5bb084827e59,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,12.40
R7,4c9f5d83-ef38-4236-b33a-5bb084827e59,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,46.51
R7,dd0aa043-046d-4342-88c9-f381bfb7c784,,INGRESO,CALADA,ingreso → calada,84.64
R7,dd0aa043-046d-4342-88c9-f381bfb7c784,,CALADA,EGRESO,calada → egreso,14.13
R8,034bf6b6-8fcb-4267-bacd-03660ff87c36__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,10.33
R8,034bf6b6-8fcb-4267-bacd-03660ff87c36__cycle_1,,PREINGRESO,LIQUIDO,preingreso → líquido,88.26
R8,034bf6b6-8fcb-4267-bacd-03660ff87c36__cycle_1,,LIQUIDO,BALANZA_INGRESO,líquido → balanza ingreso,6.68
R7,881ac255-f7bc-41a2-8b09-99af74c861ee,,INGRESO,PREINGRESO,ingreso → preingreso,11.92
R7,881ac255-f7bc-41a2-8b09-99af74c861ee,,PREINGRESO,CALADA,preingreso → calada,63.15
R7,881ac255-f7bc-41a2-8b09-99af74c861ee,,CALADA,EGRESO,calada → egreso,18.71
R7,881ac255-f7bc-41a2-8b09-99af74c861ee,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.08
R7,881ac255-f7bc-41a2-8b09-99af74c861ee,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,223.33
R8,59460c2d-2ae1-49c2-af65-359c837214bd__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,11.00
R8,59460c2d-2ae1-49c2-af65-359c837214bd__cycle_1,,PREINGRESO,BALANZA_INGRESO,preingreso → balanza ingreso,108.19
R7,58d9d392-1753-4151-bcc8-a0cc632f1ce0,,INGRESO,PREINGRESO,ingreso → preingreso,6.92
R7,58d9d392-1753-4151-bcc8-a0cc632f1ce0,,PREINGRESO,CALADA,preingreso → calada,65.64
R7,58d9d392-1753-4151-bcc8-a0cc632f1ce0,,CALADA,EGRESO,calada → egreso,10.05
R7,58d9d392-1753-4151-bcc8-a0cc632f1ce0,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,9.23
R7,58d9d392-1753-4151-bcc8-a0cc632f1ce0,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,37.76
R8,5307c829-0211-431b-999b-96b0ea340d40__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,2.84
R8,5307c829-0211-431b-999b-96b0ea340d40__cycle_1,,PREINGRESO,CALADA,preingreso → calada,1.91
R8,5307c829-0211-431b-999b-96b0ea340d40__cycle_1,,CALADA,LIQUIDO,calada → líquido,75.35
R8,5307c829-0211-431b-999b-96b0ea340d40__cycle_1,,LIQUIDO,BALANZA_INGRESO,líquido → balanza ingreso,8.51
R8,a585238d-2d1c-4080-bbb4-20ae4fde865e__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,2.08
R8,a585238d-2d1c-4080-bbb4-20ae4fde865e__cycle_1,,PREINGRESO,LIQUIDO,preingreso → líquido,14.18
R7,011dc9af-5203-46ca-93ff-bc03270e61bb,,INGRESO,PREINGRESO,ingreso → preingreso,2.25
R7,011dc9af-5203-46ca-93ff-bc03270e61bb,,PREINGRESO,CALADA,preingreso → calada,74.55
R7,011dc9af-5203-46ca-93ff-bc03270e61bb,,CALADA,EGRESO,calada → egreso,8.81
R7,011dc9af-5203-46ca-93ff-bc03270e61bb,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.40
R7,011dc9af-5203-46ca-93ff-bc03270e61bb,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,160.26
R7,e541705c-3d90-4222-84c9-ef3c3025cf2e,,INGRESO,EGRESO,ingreso → egreso,4.86
R8,8e63c000-44a1-405b-95c8-4d00cbd6ec9b__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,2.42
R8,8e63c000-44a1-405b-95c8-4d00cbd6ec9b__cycle_1,,PREINGRESO,LIQUIDO,preingreso → líquido,60.68
R8,8e63c000-44a1-405b-95c8-4d00cbd6ec9b__cycle_1,,LIQUIDO,BALANZA_INGRESO,líquido → balanza ingreso,17.76
R7,df519b4f-89a4-4af7-b9b0-55911e11b3a9__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,1.83
R7,df519b4f-89a4-4af7-b9b0-55911e11b3a9__cycle_1,,PREINGRESO,CALADA,preingreso → calada,48.40
R7,df519b4f-89a4-4af7-b9b0-55911e11b3a9__cycle_1,,CALADA,EGRESO,calada → egreso,31.55
R7,df519b4f-89a4-4af7-b9b0-55911e11b3a9__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.73
R7,df519b4f-89a4-4af7-b9b0-55911e11b3a9__cycle_1,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,50.09
R7,399a9865-3b43-4b13-aca3-203b0f93dc2c,,INGRESO,PREINGRESO,ingreso → preingreso,2.00
R7,399a9865-3b43-4b13-aca3-203b0f93dc2c,,PREINGRESO,CALADA,preingreso → calada,62.22
R7,399a9865-3b43-4b13-aca3-203b0f93dc2c,,CALADA,EGRESO,calada → egreso,5.89
R7,399a9865-3b43-4b13-aca3-203b0f93dc2c,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.56
R7,399a9865-3b43-4b13-aca3-203b0f93dc2c,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,44.59
R7,408ab066-6ee6-4acb-8c8b-9b31068ad5c3,,INGRESO,PREINGRESO,ingreso → preingreso,2.08
R7,408ab066-6ee6-4acb-8c8b-9b31068ad5c3,,PREINGRESO,CALADA,preingreso → calada,62.05
R7,408ab066-6ee6-4acb-8c8b-9b31068ad5c3,,CALADA,EGRESO,calada → egreso,20.73
R7,408ab066-6ee6-4acb-8c8b-9b31068ad5c3,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,12.23
R7,408ab066-6ee6-4acb-8c8b-9b31068ad5c3,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,133.51
R8,186c2d2b-e58f-4818-a478-ac51fb93156b__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,1.83
R8,186c2d2b-e58f-4818-a478-ac51fb93156b__cycle_1,,PREINGRESO,LIQUIDO,preingreso → líquido,5.09
R8,186c2d2b-e58f-4818-a478-ac51fb93156b__cycle_1,,LIQUIDO,BALANZA_INGRESO,líquido → balanza ingreso,66.51
R7,6d1a85ea-fbba-4cb3-b11d-d3db627f0a1f,,INGRESO,PREINGRESO,ingreso → preingreso,2.84
R7,6d1a85ea-fbba-4cb3-b11d-d3db627f0a1f,,PREINGRESO,EGRESO,preingreso → egreso,20.11
R7,1822e6a3-98e5-4c5f-b91a-6ce98c372b5d__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,2.83
R7,1822e6a3-98e5-4c5f-b91a-6ce98c372b5d__cycle_1,,PREINGRESO,CALADA,preingreso → calada,57.72
R7,1822e6a3-98e5-4c5f-b91a-6ce98c372b5d__cycle_1,,CALADA,EGRESO,calada → egreso,6.64
R7,1822e6a3-98e5-4c5f-b91a-6ce98c372b5d__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,7.48
R7,1822e6a3-98e5-4c5f-b91a-6ce98c372b5d__cycle_1,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,44.76
R7,18a85762-c07f-4ebe-a85b-6582ed27ee32__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,1.92
R7,18a85762-c07f-4ebe-a85b-6582ed27ee32__cycle_1,,PREINGRESO,CALADA,preingreso → calada,56.63
R7,18a85762-c07f-4ebe-a85b-6582ed27ee32__cycle_1,,CALADA,EGRESO,calada → egreso,6.65
R7,18a85762-c07f-4ebe-a85b-6582ed27ee32__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,7.15
R7,18a85762-c07f-4ebe-a85b-6582ed27ee32__cycle_1,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,138.57
R7,18a85762-c07f-4ebe-a85b-6582ed27ee32__cycle_1,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,62.30
R7,d59c50b2-189d-4a97-9ac9-c80cd7885f3a,,INGRESO,PREINGRESO,ingreso → preingreso,2.25
R7,d59c50b2-189d-4a97-9ac9-c80cd7885f3a,,PREINGRESO,EGRESO,preingreso → egreso,69.69
R7,5a2c5e28-8057-47d7-8525-7c5299244801,,INGRESO,PREINGRESO,ingreso → preingreso,1.42
R7,5a2c5e28-8057-47d7-8525-7c5299244801,,PREINGRESO,EGRESO,preingreso → egreso,5.12
R7,e8319521-8b34-4582-ba53-28b533614bbc,,INGRESO,PREINGRESO,ingreso → preingreso,1.91
R7,e8319521-8b34-4582-ba53-28b533614bbc,,PREINGRESO,CALADA,preingreso → calada,82.62
R7,e8319521-8b34-4582-ba53-28b533614bbc,,CALADA,EGRESO,calada → egreso,8.65
R7,e8319521-8b34-4582-ba53-28b533614bbc,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,7.81
R7,e8319521-8b34-4582-ba53-28b533614bbc,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,23.51
R7,4c9b6880-057d-4dc5-b14e-3f838b4e9562,,INGRESO,PREINGRESO,ingreso → preingreso,2.58
R7,4c9b6880-057d-4dc5-b14e-3f838b4e9562,,PREINGRESO,EGRESO,preingreso → egreso,96.78
R7,7fc294f0-bb5e-49c1-b342-109c7be0dacc,,PREINGRESO,CALADA,preingreso → calada,81.37
R7,7fc294f0-bb5e-49c1-b342-109c7be0dacc,,CALADA,SL_INGRESO,calada → san lorenzo ingreso,17.97
R7,7fc294f0-bb5e-49c1-b342-109c7be0dacc,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,4.60
R8,a7174477-8a1b-4467-885a-4d8f200138d4__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,3.84
R8,a7174477-8a1b-4467-885a-4d8f200138d4__cycle_1,,PREINGRESO,LIQUIDO,preingreso → líquido,73.18
R7,add78e8e-21c0-4dfa-bdf3-03a4c9a9573b,,INGRESO,PREINGRESO,ingreso → preingreso,1.83
R7,add78e8e-21c0-4dfa-bdf3-03a4c9a9573b,,PREINGRESO,CALADA,preingreso → calada,82.70
R7,add78e8e-21c0-4dfa-bdf3-03a4c9a9573b,,CALADA,EGRESO,calada → egreso,6.41
R7,add78e8e-21c0-4dfa-bdf3-03a4c9a9573b,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.40
R7,add78e8e-21c0-4dfa-bdf3-03a4c9a9573b,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,34.51
R7,4963e387-15a4-4176-8133-080e93d9c155__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,3.25
R7,4963e387-15a4-4176-8133-080e93d9c155__cycle_1,,PREINGRESO,CALADA,preingreso → calada,76.62
R7,4963e387-15a4-4176-8133-080e93d9c155__cycle_1,,CALADA,EGRESO,calada → egreso,10.24
R7,4963e387-15a4-4176-8133-080e93d9c155__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,10.65
R7,4963e387-15a4-4176-8133-080e93d9c155__cycle_1,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,41.84
R7,347da103-f899-460c-b987-0eab025dd343,,INGRESO,PREINGRESO,ingreso → preingreso,2.08
R7,347da103-f899-460c-b987-0eab025dd343,,PREINGRESO,CALADA,preingreso → calada,72.87
R7,347da103-f899-460c-b987-0eab025dd343,,CALADA,EGRESO,calada → egreso,5.49
R7,347da103-f899-460c-b987-0eab025dd343,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.73
R7,0ccc4401-3da0-45ad-aa32-51cbff3c680d,,INGRESO,PREINGRESO,ingreso → preingreso,11.75
R7,0ccc4401-3da0-45ad-aa32-51cbff3c680d,,PREINGRESO,CALADA,preingreso → calada,62.04
R7,0ccc4401-3da0-45ad-aa32-51cbff3c680d,,CALADA,EGRESO,calada → egreso,11.65
R7,21b0d1f0-282b-400a-a822-5e5de02fc70c__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,12.00
R7,21b0d1f0-282b-400a-a822-5e5de02fc70c__cycle_1,,PREINGRESO,CALADA,preingreso → calada,63.20
R7,21b0d1f0-282b-400a-a822-5e5de02fc70c__cycle_1,,CALADA,SL_INGRESO,calada → san lorenzo ingreso,17.06
R7,21b0d1f0-282b-400a-a822-5e5de02fc70c__cycle_1,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,44.51
R7,bf1ad6b9-7e66-4356-a098-d04467c5bde6__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,10.67
R7,bf1ad6b9-7e66-4356-a098-d04467c5bde6__cycle_1,,PREINGRESO,CALADA,preingreso → calada,65.45
R7,bf1ad6b9-7e66-4356-a098-d04467c5bde6__cycle_1,,CALADA,EGRESO,calada → egreso,10.07
R7,bf1ad6b9-7e66-4356-a098-d04467c5bde6__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,10.31
R7,bf1ad6b9-7e66-4356-a098-d04467c5bde6__cycle_1,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,46.68
R7,107e9392-e672-411f-acc4-6444f3071d6c,,INGRESO,PREINGRESO,ingreso → preingreso,7.50
R7,107e9392-e672-411f-acc4-6444f3071d6c,,PREINGRESO,CALADA,preingreso → calada,66.20
R7,107e9392-e672-411f-acc4-6444f3071d6c,,CALADA,EGRESO,calada → egreso,14.41
R7,107e9392-e672-411f-acc4-6444f3071d6c,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,7.81
R7,6e7609f6-acea-4314-85cf-984349a81346,,INGRESO,PREINGRESO,ingreso → preingreso,7.83
R7,6e7609f6-acea-4314-85cf-984349a81346,,PREINGRESO,CALADA,preingreso → calada,66.70
R7,6e7609f6-acea-4314-85cf-984349a81346,,CALADA,EGRESO,calada → egreso,13.66
R7,6e7609f6-acea-4314-85cf-984349a81346,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.23
R7,6e7609f6-acea-4314-85cf-984349a81346,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,51.24
R7,6e7609f6-acea-4314-85cf-984349a81346,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,35.00
R7,372a03c1-faa8-4c25-accb-5416e8217dcb,,INGRESO,PREINGRESO,ingreso → preingreso,2.08
R7,372a03c1-faa8-4c25-accb-5416e8217dcb,,PREINGRESO,CALADA,preingreso → calada,57.45
R7,372a03c1-faa8-4c25-accb-5416e8217dcb,,CALADA,EGRESO,calada → egreso,28.83
R7,372a03c1-faa8-4c25-accb-5416e8217dcb,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,9.15
R7,473b4c77-57b3-44df-b96d-2e70fc5ffdec,,CALADA,EGRESO,calada → egreso,11.63
R7,473b4c77-57b3-44df-b96d-2e70fc5ffdec,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.31
R7,473b4c77-57b3-44df-b96d-2e70fc5ffdec,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,58.73
R7,473b4c77-57b3-44df-b96d-2e70fc5ffdec,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,98.80
R7,9a7bc981-2b45-4034-b45b-d2aee4a246fd,,INGRESO,PREINGRESO,ingreso → preingreso,2.58
R7,9a7bc981-2b45-4034-b45b-d2aee4a246fd,,PREINGRESO,CALADA,preingreso → calada,47.03
R7,9a7bc981-2b45-4034-b45b-d2aee4a246fd,,CALADA,EGRESO,calada → egreso,9.66
R7,9a7bc981-2b45-4034-b45b-d2aee4a246fd,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,7.98
R7,9a7bc981-2b45-4034-b45b-d2aee4a246fd,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,58.81
R7,9a7bc981-2b45-4034-b45b-d2aee4a246fd,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,91.00
R7,53f754ff-7b89-422d-9602-e866d118f4ee__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,1.75
R7,53f754ff-7b89-422d-9602-e866d118f4ee__cycle_1,,PREINGRESO,CALADA,preingreso → calada,39.70
R7,53f754ff-7b89-422d-9602-e866d118f4ee__cycle_1,,CALADA,EGRESO,calada → egreso,19.58
R7,53f754ff-7b89-422d-9602-e866d118f4ee__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,7.40
R7,79c506e1-76e3-4b5f-9154-7d23d00a73b9,,INGRESO,PREINGRESO,ingreso → preingreso,1.50
R7,79c506e1-76e3-4b5f-9154-7d23d00a73b9,,PREINGRESO,CALADA,preingreso → calada,32.61
