executive_circuit_code,journey_id,plate,from_logical,to_logical,transition_label,duration_min
R7,79c506e1-76e3-4b5f-9154-7d23d00a73b9,,CALADA,EGRESO,calada → egreso,8.91
R7,79c506e1-76e3-4b5f-9154-7d23d00a73b9,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.90
R7,79c506e1-76e3-4b5f-9154-7d23d00a73b9,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,39.40
R7,17d1bfba-ddb1-4628-84a7-80fe12729232,,INGRESO,PREINGRESO,ingreso → preingreso,1.75
R7,17d1bfba-ddb1-4628-84a7-80fe12729232,,PREINGRESO,CALADA,preingreso → calada,29.11
R7,17d1bfba-ddb1-4628-84a7-80fe12729232,,CALADA,EGRESO,calada → egreso,19.83
R7,17d1bfba-ddb1-4628-84a7-80fe12729232,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.90
R7,17d1bfba-ddb1-4628-84a7-80fe12729232,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,46.76
R7,61718db8-68f8-4a23-a85f-875d9677383d,,INGRESO,PREINGRESO,ingreso → preingreso,2.50
R7,61718db8-68f8-4a23-a85f-875d9677383d,,PREINGRESO,CALADA,preingreso → calada,58.11
R7,61718db8-68f8-4a23-a85f-875d9677383d,,CALADA,EGRESO,calada → egreso,16.24
R7,61718db8-68f8-4a23-a85f-875d9677383d,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,12.90
R7,61718db8-68f8-4a23-a85f-875d9677383d,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,63.71
R7,61718db8-68f8-4a23-a85f-875d9677383d,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,20.70
R7,3d210a1d-d173-444c-8649-2d2d2caf1b5a,,INGRESO,PREINGRESO,ingreso → preingreso,2.75
R7,3d210a1d-d173-444c-8649-2d2d2caf1b5a,,PREINGRESO,EGRESO,preingreso → egreso,26.86
R5,76654c8b-680c-455c-a5fd-d7d3a7729680__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,3.25
R5,76654c8b-680c-455c-a5fd-d7d3a7729680__cycle_1,,PREINGRESO,CALADA,preingreso → calada,48.61
R7,83fa3504-0253-4794-a58e-f28a28d4fadb,,INGRESO,PREINGRESO,ingreso → preingreso,1.65
R7,83fa3504-0253-4794-a58e-f28a28d4fadb,,PREINGRESO,EGRESO,preingreso → egreso,35.11
R7,f8e9aa5b-c47b-480d-89ab-43688a5b4ed9,,INGRESO,PREINGRESO,ingreso → preingreso,2.92
R7,f8e9aa5b-c47b-480d-89ab-43688a5b4ed9,,PREINGRESO,EGRESO,preingreso → egreso,61.11
R7,d301bb07-f712-441e-9888-d83cef0f355e,,INGRESO,EGRESO,ingreso → egreso,68.27
R7,9bdacd3c-6e25-48ed-8c50-5ac5c43343e3,,INGRESO,PREINGRESO,ingreso → preingreso,1.84
R7,9bdacd3c-6e25-48ed-8c50-5ac5c43343e3,,PREINGRESO,EGRESO,preingreso → egreso,50.94
R5,296b3cde-dcbf-43c8-a627-cc57e519df02,,INGRESO,PREINGRESO,ingreso → preingreso,2.50
R5,296b3cde-dcbf-43c8-a627-cc57e519df02,,PREINGRESO,CALADA,preingreso → calada,36.86
R7,3acc4ab9-40f5-45ba-9954-3cce4b7c36c8,,INGRESO,PREINGRESO,ingreso → preingreso,2.33
R7,3acc4ab9-40f5-45ba-9954-3cce4b7c36c8,,PREINGRESO,CALADA,preingreso → calada,36.52
R7,3acc4ab9-40f5-45ba-9954-3cce4b7c36c8,,CALADA,EGRESO,calada → egreso,11.01
R7,3acc4ab9-40f5-45ba-9954-3cce4b7c36c8,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,13.48
R7,3acc4ab9-40f5-45ba-9954-3cce4b7c36c8,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,54.59
R7,10a38102-7bdc-4d4c-b954-a2a8cea5fe9a,,INGRESO,PREINGRESO,ingreso → preingreso,1.83
R7,10a38102-7bdc-4d4c-b954-a2a8cea5fe9a,,PREINGRESO,EGRESO,preingreso → egreso,41.44
R7,f3fc1afa-9c4c-4e42-a4f1-e48a4143c400,,INGRESO,PREINGRESO,ingreso → preingreso,2.25
R7,f3fc1afa-9c4c-4e42-a4f1-e48a4143c400,,PREINGRESO,CALADA,preingreso → calada,34.52
R7,f3fc1afa-9c4c-4e42-a4f1-e48a4143c400,,CALADA,EGRESO,calada → egreso,9.17
R7,f3fc1afa-9c4c-4e42-a4f1-e48a4143c400,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,13.98
R7,f3fc1afa-9c4c-4e42-a4f1-e48a4143c400,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,69.18
R7,a2677557-7adf-4437-82c6-54819eb19946,,INGRESO,PREINGRESO,ingreso → preingreso,2.33
R7,a2677557-7adf-4437-82c6-54819eb19946,,PREINGRESO,CALADA,preingreso → calada,34.53
R7,a2677557-7adf-4437-82c6-54819eb19946,,CALADA,EGRESO,calada → egreso,6.33
R7,a2677557-7adf-4437-82c6-54819eb19946,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,13.23
R7,a2677557-7adf-4437-82c6-54819eb19946,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,64.04
R7,a2677557-7adf-4437-82c6-54819eb19946,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,32.10
R8,cb648039-0865-4624-a69f-768e9a9e9925,,INGRESO,PREINGRESO,ingreso → preingreso,2.33
R8,cb648039-0865-4624-a69f-768e9a9e9925,,PREINGRESO,LIQUIDO,preingreso → líquido,24.76
R7,0d9b0068-bf80-4c99-86a0-974291dc5130__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,2.00
R7,0d9b0068-bf80-4c99-86a0-974291dc5130__cycle_1,,PREINGRESO,CALADA,preingreso → calada,24.52
R7,0d9b0068-bf80-4c99-86a0-974291dc5130__cycle_1,,CALADA,EGRESO,calada → egreso,5.59
R7,0d9b0068-bf80-4c99-86a0-974291dc5130__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,13.65
R7,0d9b0068-bf80-4c99-86a0-974291dc5130__cycle_1,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,60.93
R7,4988bbbc-a4af-4360-b14b-26ffc421a849__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,1.25
R7,4988bbbc-a4af-4360-b14b-26ffc421a849__cycle_1,,PREINGRESO,CALADA,preingreso → calada,19.53
R7,4988bbbc-a4af-4360-b14b-26ffc421a849__cycle_1,,CALADA,EGRESO,calada → egreso,6.24
R7,4988bbbc-a4af-4360-b14b-26ffc421a849__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,13.40
R7,4988bbbc-a4af-4360-b14b-26ffc421a849__cycle_1,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,69.01
R7,7b9cda0f-2bf3-4554-beea-592a3e5256bc__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,1.42
R7,7b9cda0f-2bf3-4554-beea-592a3e5256bc__cycle_1,,PREINGRESO,CALADA,preingreso → calada,16.77
R7,7b9cda0f-2bf3-4554-beea-592a3e5256bc__cycle_1,,CALADA,EGRESO,calada → egreso,6.00
R7,7b9cda0f-2bf3-4554-beea-592a3e5256bc__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,13.15
R7,7b9cda0f-2bf3-4554-beea-592a3e5256bc__cycle_1,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,8.31
R7,7b9cda0f-2bf3-4554-beea-592a3e5256bc__cycle_1,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,51.40
R7,3411b13f-1b64-4666-be05-b67a74c6d828,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,56.37
R7,3411b13f-1b64-4666-be05-b67a74c6d828,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,59.10
R7,8235f0b1-3151-44c2-966a-b0605de2e5a1__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,1.25
R7,8235f0b1-3151-44c2-966a-b0605de2e5a1__cycle_1,,PREINGRESO,CALADA,preingreso → calada,15.86
R7,8235f0b1-3151-44c2-966a-b0605de2e5a1__cycle_1,,CALADA,EGRESO,calada → egreso,7.41
R7,8235f0b1-3151-44c2-966a-b0605de2e5a1__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,14.73
R7,8235f0b1-3151-44c2-966a-b0605de2e5a1__cycle_1,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,5.22
R7,8235f0b1-3151-44c2-966a-b0605de2e5a1__cycle_1,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,49.80
R7,f1ae9cc8-15b0-426c-862c-2beb541ca08f,,PREINGRESO,CALADA,preingreso → calada,15.86
R7,f1ae9cc8-15b0-426c-862c-2beb541ca08f,,CALADA,EGRESO,calada → egreso,7.66
R7,f7cb9a63-3449-4aa2-bba2-cf750b99d04a,,INGRESO,PREINGRESO,ingreso → preingreso,2.78
R7,f7cb9a63-3449-4aa2-bba2-cf750b99d04a,,PREINGRESO,CALADA,preingreso → calada,5.42
R7,f7cb9a63-3449-4aa2-bba2-cf750b99d04a,,CALADA,EGRESO,calada → egreso,6.58
R7,f7cb9a63-3449-4aa2-bba2-cf750b99d04a,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,14.65
R7,f7cb9a63-3449-4aa2-bba2-cf750b99d04a,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,116.18
R7,b2e8cb31-0ae5-4c89-a498-29f8f1eca7d5__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,1.33
R7,b2e8cb31-0ae5-4c89-a498-29f8f1eca7d5__cycle_1,,PREINGRESO,CALADA,preingreso → calada,4.40
R7,b2e8cb31-0ae5-4c89-a498-29f8f1eca7d5__cycle_1,,CALADA,EGRESO,calada → egreso,6.21
R7,b2e8cb31-0ae5-4c89-a498-29f8f1eca7d5__cycle_1,,EGRESO,SL_BALANZA_INGRESO,egreso → balanza de entrada,65.52
R7,b2e8cb31-0ae5-4c89-a498-29f8f1eca7d5__cycle_1,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,21.90
R7,b2e8cb31-0ae5-4c89-a498-29f8f1eca7d5__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,65.52
R7,bdd1fc99-ef3c-4bed-abb5-7ce00077cf57,,INGRESO,PREINGRESO,ingreso → preingreso,1.42
R7,bdd1fc99-ef3c-4bed-abb5-7ce00077cf57,,PREINGRESO,CALADA,preingreso → calada,38.27
R7,bdd1fc99-ef3c-4bed-abb5-7ce00077cf57,,CALADA,EGRESO,calada → egreso,13.42
R7,bdd1fc99-ef3c-4bed-abb5-7ce00077cf57,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,11.15
R7,bdd1fc99-ef3c-4bed-abb5-7ce00077cf57,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,191.69
R7,866ad093-43b9-48ba-95f5-fc63c975ac25,,INGRESO,CALADA,ingreso → calada,39.61
R7,866ad093-43b9-48ba-95f5-fc63c975ac25,,CALADA,EGRESO,calada → egreso,11.75
R7,9ce37dce-bebc-4a4a-b99b-f93619a13ade,,INGRESO,PREINGRESO,ingreso → preingreso,1.83
R7,9ce37dce-bebc-4a4a-b99b-f93619a13ade,,PREINGRESO,CALADA,preingreso → calada,40.11
R7,9ce37dce-bebc-4a4a-b99b-f93619a13ade,,CALADA,EGRESO,calada → egreso,9.92
R7,9ce37dce-bebc-4a4a-b99b-f93619a13ade,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,12.82
R7,9ce37dce-bebc-4a4a-b99b-f93619a13ade,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,117.66
R7,9ce37dce-bebc-4a4a-b99b-f93619a13ade,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,83.00
R7,4fc9584b-49f5-4af5-9c5c-f87d66c69685,,INGRESO,PREINGRESO,ingreso → preingreso,1.67
R7,4fc9584b-49f5-4af5-9c5c-f87d66c69685,,PREINGRESO,CALADA,preingreso → calada,39.03
R7,4fc9584b-49f5-4af5-9c5c-f87d66c69685,,CALADA,EGRESO,calada → egreso,8.91
R7,4fc9584b-49f5-4af5-9c5c-f87d66c69685,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,13.40
R7,4fc9584b-49f5-4af5-9c5c-f87d66c69685,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,4.54
R7,4fc9584b-49f5-4af5-9c5c-f87d66c69685,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,20.40
R5,64e22266-91f5-45eb-b3d5-d5588c47d70f,,INGRESO,PREINGRESO,ingreso → preingreso,1.33
R5,64e22266-91f5-45eb-b3d5-d5588c47d70f,,PREINGRESO,CALADA,preingreso → calada,56.52
R5,64e22266-91f5-45eb-b3d5-d5588c47d70f,,CALADA,BALANZA_INGRESO,calada → balanza ingreso,19.50
R7,9c0bf40b-86da-4e3a-9328-ffce907df388,,INGRESO,PREINGRESO,ingreso → preingreso,1.66
R7,9c0bf40b-86da-4e3a-9328-ffce907df388,,PREINGRESO,CALADA,preingreso → calada,38.44
R7,9c0bf40b-86da-4e3a-9328-ffce907df388,,CALADA,EGRESO,calada → egreso,13.09
R7,9c0bf40b-86da-4e3a-9328-ffce907df388,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,9.98
R7,9c0bf40b-86da-4e3a-9328-ffce907df388,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,115.66
R7,9c0bf40b-86da-4e3a-9328-ffce907df388,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,73.20
R7,ca4d608e-31bd-4f25-9537-dd42b2c90a09,,INGRESO,PREINGRESO,ingreso → preingreso,1.50
R7,ca4d608e-31bd-4f25-9537-dd42b2c90a09,,PREINGRESO,CALADA,preingreso → calada,38.53
R7,ca4d608e-31bd-4f25-9537-dd42b2c90a09,,CALADA,EGRESO,calada → egreso,8.66
R7,ca4d608e-31bd-4f25-9537-dd42b2c90a09,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,10.73
R5,cde278ff-fcaa-433b-b77b-6e2f4c049e02__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,1.33
R5,cde278ff-fcaa-433b-b77b-6e2f4c049e02__cycle_1,,PREINGRESO,CALADA,preingreso → calada,44.96
R5,cde278ff-fcaa-433b-b77b-6e2f4c049e02__cycle_1,,CALADA,BALANZA_INGRESO,calada → balanza ingreso,10.40
R7,2376c29d-62d2-4c67-a0e8-f7f94f55f948__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,2.33
R7,2376c29d-62d2-4c67-a0e8-f7f94f55f948__cycle_1,,PREINGRESO,CALADA,preingreso → calada,36.36
R7,2376c29d-62d2-4c67-a0e8-f7f94f55f948__cycle_1,,CALADA,EGRESO,calada → egreso,5.91
R7,2376c29d-62d2-4c67-a0e8-f7f94f55f948__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,10.90
R7,2376c29d-62d2-4c67-a0e8-f7f94f55f948__cycle_1,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,4.04
R7,2376c29d-62d2-4c67-a0e8-f7f94f55f948__cycle_1,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,21.50
R7,69612c2f-ca13-4bd7-b2cf-314254f16526,,INGRESO,PREINGRESO,ingreso → preingreso,1.75
R7,69612c2f-ca13-4bd7-b2cf-314254f16526,,PREINGRESO,CALADA,preingreso → calada,34.19
R7,69612c2f-ca13-4bd7-b2cf-314254f16526,,CALADA,EGRESO,calada → egreso,13.50
R7,69612c2f-ca13-4bd7-b2cf-314254f16526,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,10.06
R7,69612c2f-ca13-4bd7-b2cf-314254f16526,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,21.26
R7,2e701169-c177-4d31-a2ac-5c3b60d97f9b__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,1.58
R7,2e701169-c177-4d31-a2ac-5c3b60d97f9b__cycle_1,,PREINGRESO,CALADA,preingreso → calada,33.20
R7,2e701169-c177-4d31-a2ac-5c3b60d97f9b__cycle_1,,CALADA,EGRESO,calada → egreso,9.83
R7,2e701169-c177-4d31-a2ac-5c3b60d97f9b__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,10.15
R7,2e701169-c177-4d31-a2ac-5c3b60d97f9b__cycle_1,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,21.00
R8,98e30b8d-60c0-47d5-a04a-5c3617c0c7b7__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,1.58
R8,98e30b8d-60c0-47d5-a04a-5c3617c0c7b7__cycle_1,,PREINGRESO,LIQUIDO,preingreso → líquido,40.85
R7,8ac9684a-ab5b-4f9a-88bf-1364f78b3a39__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,1.83
R7,8ac9684a-ab5b-4f9a-88bf-1364f78b3a39__cycle_1,,PREINGRESO,CALADA,preingreso → calada,13.04
R7,8ac9684a-ab5b-4f9a-88bf-1364f78b3a39__cycle_1,,CALADA,EGRESO,calada → egreso,13.15
R7,8ac9684a-ab5b-4f9a-88bf-1364f78b3a39__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,11.23
R7,8ac9684a-ab5b-4f9a-88bf-1364f78b3a39__cycle_1,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,20.60
R7,91c8415a-9adf-4e83-92bb-b16810da754e__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,1.50
R7,91c8415a-9adf-4e83-92bb-b16810da754e__cycle_1,,PREINGRESO,CALADA,preingreso → calada,18.62
R7,91c8415a-9adf-4e83-92bb-b16810da754e__cycle_1,,CALADA,EGRESO,calada → egreso,4.99
R7,91c8415a-9adf-4e83-92bb-b16810da754e__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,11.81
R7,91c8415a-9adf-4e83-92bb-b16810da754e__cycle_1,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,20.70
R7,1376a237-e9b2-438f-8166-1fff05bcfc0b,,INGRESO,PREINGRESO,ingreso → preingreso,1.92
R7,1376a237-e9b2-438f-8166-1fff05bcfc0b,,PREINGRESO,CALADA,preingreso → calada,13.20
R7,1376a237-e9b2-438f-8166-1fff05bcfc0b,,CALADA,EGRESO,calada → egreso,7.74
R7,07fcdfdb-bc60-4c49-91a4-f87ff2df073f__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,2.17
R7,07fcdfdb-bc60-4c49-91a4-f87ff2df073f__cycle_1,,PREINGRESO,CALADA,preingreso → calada,22.36
R7,07fcdfdb-bc60-4c49-91a4-f87ff2df073f__cycle_1,,CALADA,EGRESO,calada → egreso,9.75
R7,07fcdfdb-bc60-4c49-91a4-f87ff2df073f__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,9.73
R7,07fcdfdb-bc60-4c49-91a4-f87ff2df073f__cycle_1,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,18.10
R7,1b9c3f83-f7df-42ee-ad81-e898b41c6f47__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,1.33
R7,1b9c3f83-f7df-42ee-ad81-e898b41c6f47__cycle_1,,PREINGRESO,CALADA,preingreso → calada,8.12
R7,1b9c3f83-f7df-42ee-ad81-e898b41c6f47__cycle_1,,CALADA,EGRESO,calada → egreso,6.66
R7,1b9c3f83-f7df-42ee-ad81-e898b41c6f47__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,11.40
R7,1b9c3f83-f7df-42ee-ad81-e898b41c6f47__cycle_1,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,20.20
R7,10ff0d8e-2dad-4451-9506-bea74189f04e,,INGRESO,PREINGRESO,ingreso → preingreso,2.25
R7,10ff0d8e-2dad-4451-9506-bea74189f04e,,PREINGRESO,CALADA,preingreso → calada,10.37
R7,10ff0d8e-2dad-4451-9506-bea74189f04e,,CALADA,EGRESO,calada → egreso,13.49
R7,722a1699-b70b-4880-b3bf-d8f7f7317947,,INGRESO,PREINGRESO,ingreso → preingreso,3.25
R7,722a1699-b70b-4880-b3bf-d8f7f7317947,,PREINGRESO,CALADA,preingreso → calada,18.52
R7,722a1699-b70b-4880-b3bf-d8f7f7317947,,CALADA,EGRESO,calada → egreso,14.00
R7,722a1699-b70b-4880-b3bf-d8f7f7317947,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,7.90
R7,722a1699-b70b-4880-b3bf-d8f7f7317947,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,33.76
R7,ead03809-68fe-4a16-9fdd-ccf9e3ade2e3,,INGRESO,PREINGRESO,ingreso → preingreso,2.00
R7,ead03809-68fe-4a16-9fdd-ccf9e3ade2e3,,PREINGRESO,CALADA,preingreso → calada,11.53
R7,ead03809-68fe-4a16-9fdd-ccf9e3ade2e3,,CALADA,EGRESO,calada → egreso,10.58
R7,ead03809-68fe-4a16-9fdd-ccf9e3ade2e3,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.15
R7,ead03809-68fe-4a16-9fdd-ccf9e3ade2e3,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,22.10
R7,d7878d4b-129f-4a63-83f3-0b68f0f5ad3e,,INGRESO,PREINGRESO,ingreso → preingreso,1.84
R7,d7878d4b-129f-4a63-83f3-0b68f0f5ad3e,,PREINGRESO,CALADA,preingreso → calada,5.28
R7,d7878d4b-129f-4a63-83f3-0b68f0f5ad3e,,CALADA,EGRESO,calada → egreso,8.16
R7,d7878d4b-129f-4a63-83f3-0b68f0f5ad3e,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,11.06
R7,d7878d4b-129f-4a63-83f3-0b68f0f5ad3e,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,20.20
R7,25a5c005-340c-4365-ba8c-120cffd0e8e6,,INGRESO,PREINGRESO,ingreso → preingreso,2.00
R7,25a5c005-340c-4365-ba8c-120cffd0e8e6,,PREINGRESO,CALADA,preingreso → calada,13.43
R7,25a5c005-340c-4365-ba8c-120cffd0e8e6,,CALADA,EGRESO,calada → egreso,12.51
R7,25a5c005-340c-4365-ba8c-120cffd0e8e6,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,12.15
R7,25a5c005-340c-4365-ba8c-120cffd0e8e6,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,159.60
R7,042050c4-660e-47c4-844e-b3810d8de59b,,INGRESO,PREINGRESO,ingreso → preingreso,1.58
R7,042050c4-660e-47c4-844e-b3810d8de59b,,PREINGRESO,EGRESO,preingreso → egreso,28.36
R7,1ad152ef-d0aa-4494-bc2c-60d43ff5aa05__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,1.42
R7,1ad152ef-d0aa-4494-bc2c-60d43ff5aa05__cycle_1,,PREINGRESO,CALADA,preingreso → calada,161.66
R7,1ad152ef-d0aa-4494-bc2c-60d43ff5aa05__cycle_1,,CALADA,EGRESO,calada → egreso,5.20
R7,1ad152ef-d0aa-4494-bc2c-60d43ff5aa05__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,10.40
R7,1ad152ef-d0aa-4494-bc2c-60d43ff5aa05__cycle_1,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,17.10
R7,b92db16b-63f7-405c-adc8-d3e70e4f8672,,INGRESO,CALADA,ingreso → calada,153.46
R7,b92db16b-63f7-405c-adc8-d3e70e4f8672,,CALADA,EGRESO,calada → egreso,6.06
R7,8fd28f7f-aeab-49b5-b7dc-9d36bb7aada7,,INGRESO,PREINGRESO,ingreso → preingreso,2.00
R7,8fd28f7f-aeab-49b5-b7dc-9d36bb7aada7,,PREINGRESO,CALADA,preingreso → calada,154.46
R7,8fd28f7f-aeab-49b5-b7dc-9d36bb7aada7,,CALADA,EGRESO,calada → egreso,5.56
R7,8fd28f7f-aeab-49b5-b7dc-9d36bb7aada7,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,10.15
R7,8fd28f7f-aeab-49b5-b7dc-9d36bb7aada7,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,178.23
R7,8fd28f7f-aeab-49b5-b7dc-9d36bb7aada7,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,43.50
R7,9b61351d-6b91-4bb0-b227-e4d96982ac8c,,INGRESO,CALADA,ingreso → calada,157.15
R7,9b61351d-6b91-4bb0-b227-e4d96982ac8c,,CALADA,EGRESO,calada → egreso,10.04
R7,c82e5ea5-c359-4344-9427-2e4b36e6140b,,INGRESO,PREINGRESO,ingreso → preingreso,1.83
R7,c82e5ea5-c359-4344-9427-2e4b36e6140b,,PREINGRESO,CALADA,preingreso → calada,149.13
R7,c82e5ea5-c359-4344-9427-2e4b36e6140b,,CALADA,EGRESO,calada → egreso,9.73
R7,17dc4c26-17e6-42d6-a4d5-e6a4c49d4b35,,INGRESO,PREINGRESO,ingreso → preingreso,2.58
R7,17dc4c26-17e6-42d6-a4d5-e6a4c49d4b35,,PREINGRESO,CALADA,preingreso → calada,148.49
R7,17dc4c26-17e6-42d6-a4d5-e6a4c49d4b35,,CALADA,EGRESO,calada → egreso,9.87
R7,17dc4c26-17e6-42d6-a4d5-e6a4c49d4b35,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,13.06
R7,17dc4c26-17e6-42d6-a4d5-e6a4c49d4b35,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,36.10
R7,31b242eb-2674-4f64-af39-1ed50bf960cb,,INGRESO,PREINGRESO,ingreso → preingreso,2.42
R7,31b242eb-2674-4f64-af39-1ed50bf960cb,,PREINGRESO,CALADA,preingreso → calada,151.21
R7,31b242eb-2674-4f64-af39-1ed50bf960cb,,CALADA,EGRESO,calada → egreso,8.07
R7,31b242eb-2674-4f64-af39-1ed50bf960cb,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,12.65
R7,f2bb64c9-6c12-4b50-a3ba-b700a3b7fd1f,,INGRESO,PREINGRESO,ingreso → preingreso,2.83
R7,f2bb64c9-6c12-4b50-a3ba-b700a3b7fd1f,,PREINGRESO,CALADA,preingreso → calada,151.40
R7,f2bb64c9-6c12-4b50-a3ba-b700a3b7fd1f,,CALADA,EGRESO,calada → egreso,10.37
R7,f2bb64c9-6c12-4b50-a3ba-b700a3b7fd1f,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,11.48
R7,f2bb64c9-6c12-4b50-a3ba-b700a3b7fd1f,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,32.19
R7,59854ea9-8dbe-46c8-97d0-83a31f7fc654,,INGRESO,CALADA,ingreso → calada,154.54
