external_operation_id,plate_normalized,resolved_executive_circuit,resolved_product,resolved_platform,cohort,riccalliq_in_truckflow,s10_liquid_in_truckflow,sl_circuit,bridge_ric_sl,truckflow_circuit_codes,excel_planta,notes
CTG_10133312476,GCU647,R7,SOJA,VOLCABLE_PTO_1,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233325489,REK814,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
COMPROB_000200431069,AD386JC,,CHIP DE PINO,PLAYA_LEÑA_Y_CHIP,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
CTG_30033340605,AA463TD,SL2,ACEITE GIRASOL PARA REFINAR,ACEITE_PTO,sl_liquido_san_lorenzo,true,false,SL2,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233334823,CQF701,R6,GIRASOL,VOLCABLE_2,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10233302323,AH072UH,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133325969,AB832DW,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233328781,LUQ586,R7,SOJA,VOLCABLE_PTO_1,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233324638,AA812IL,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233324809,AXR206,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
COMPROB_000200319735,AI227DA,,ALCOHOL ETILICO ANHIDRO P/ BIOCOMB ORIG CEREAL,T1002,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
CTG_10133289101,JQT740,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233323457,MWR151,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233320638,PNV036,R5,GIRASOL,VOLCABLE_1,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10233322512,LKX261,R7,SOJA,VOLCABLE_PTO_1,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133322054,BKL548,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033361528,DFP716,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
COMPROB_000200431070,SIK535,,LEÑA CORTA,PLAYA_LEÑA_Y_CHIP,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
CTG_30033361532,RKS646,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033361551,TAC436,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033333120,UUU110,SL2,ACEITE GIRASOL PARA REFINAR,ACEITE_PTO,sl_liquido_san_lorenzo,true,false,SL2,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
COMPROB_000200431071,HBG466,,CHIP DE PINO,PLAYA_LEÑA_Y_CHIP,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
CTG_10233326158,AB114CN,R6,GIRASOL,VOLCABLE_2,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10233330181,AA271NG,R6,GIRASOL,VOLCABLE_2,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
COMPROB_000200431072,RER636,,LEÑA CORTA,PLAYA_LEÑA_Y_CHIP,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
CTG_10233321295,VRL198,R5,GIRASOL,VOLCABLE_1,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10233334869,AUP927,R6,GIRASOL,VOLCABLE_2,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10233312085,EFG806,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033362673,FFM492,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033362679,UWX998,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10233336157,ESJ947,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233330441,PPC592,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033357353,SWQ863,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233330979,HWP722,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033362762,EHS233,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133311028,CPV907,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033357424,RXD557,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033362790,VJG112,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133314959,AA756VE,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133324202,OYA216,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233335971,LRP307,R1,MAIZ,CELDA_171_-_CENTRO,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
COMPROB_000400419236,UUH077,SL1,ACEITE GIRASOL REFINADO,ACEITE_OSL,sl_liquido_san_lorenzo,false,true,SL1,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033362818,KED503,SL3,ACEITE SOJA CRUDO DESGOMADO,,transile_externo_ric_sl,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133310738,SLH632,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133318916,HLI897,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033362850,UER485,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033362854,URM438,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033357963,ROS380,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133311539,SJA414,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233304838,AF445YV,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033362875,EYH843,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133314447,OGF364,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033362888,LZB017,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033358196,HNE318,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133338586,AB572EK,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033358652,UKL882,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233337448,ASW515,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133324075,HTJ127,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233336790,VNP426,R1,MAIZ,CELDA_171_-_CENTRO,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
CTG_30033359159,BVS300,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233322362,JLV464,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133317672,EIO809,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133307645,AA168HR,R6,GIRASOL,VOLCABLE_2,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10233324750,HUI119,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
COMPROB_000400419238,OIG256,SL1,BORRA ACEITE GIRASOL REFINADO,ACEITE_OSL,sl_liquido_san_lorenzo,false,false,SL1,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033362948,AH279VC,SL3,ACEITE SOJA CRUDO DESGOMADO,,transile_externo_ric_sl,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233327444,IVI953,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133330259,OHO964,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033359616,TAO150,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033362963,NYT605,SL3,ACEITE SOJA CRUDO DESGOMADO,,transile_externo_ric_sl,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033359808,RYJ562,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033362973,ALV404,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10233325887,MEG969,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033362980,SWQ863,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133323581,JYA432,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133346029,CPA103,R1,SOJA,CELDA_16,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10233337104,GWQ265,R1,MAIZ,CELDA_171_-_CENTRO,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
CTG_10233335019,RLL178,R5,GIRASOL,VOLCABLE_1,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133345507,AD528TC,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033362991,RXD557,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133327126,JRM979,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033359973,EIY162,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033363006,ROS380,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033363007,GVI255,SL3,ACEITE SOJA CRUDO DESGOMADO,,transile_externo_ric_sl,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
COMPROB_000400419270,XXXXXX,SL3,ACEITE GIRASOL PARA REFINAR,,liquido_recepcion_ric,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133322069,OXQ444,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033361528,DFP716,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033363011,HNE318,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133307514,AF509MO,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233323052,OLD118,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133328898,ITX394,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233325944,AF054QX,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033361532,RKS646,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033363035,UKL882,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133318751,AH056AH,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033363065,BVS300,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133307996,AE235GS,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033363071,EVL273,,PELLETS GIRASOL,,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033361551,TAC436,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033362673,FFM492,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233331453,GOS435,R1,MAIZ,CELDA_171_-_CENTRO,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
CTG_10133326243,HHX097,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233334997,REL854,R5,GIRASOL,VOLCABLE_1,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133313472,AA446MJ,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233334971,GHD821,R6,GIRASOL,VOLCABLE_2,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
COMPROB_000404035652,AA516BM,,FUEL-OIL,,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033361086,NBK156,SL2,ACEITE GIRASOL PARA REFINAR,ACEITE_PTO,sl_liquido_san_lorenzo,true,false,SL2,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033362679,UWX998,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133322885,AF700ST,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033361521,DOE150,SL2,ACEITE GIRASOL PARA REFINAR,ACEITE_PTO,sl_liquido_san_lorenzo,true,false,SL2,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133305666,EKW431,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
COMPROB_000400419242,KWO040,SL1,ACEITE GIRASOL REFINADO,ACEITE_OSL,sl_liquido_san_lorenzo,false,true,SL1,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033363098,TAO150,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10233331398,HUY820,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033363103,RYJ562,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033362762,EHS233,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233328181,FDJ642,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133336887,AH951SP,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033363109,WGV770,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133337653,AI108XB,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233335046,FHN229,R5,GIRASOL,VOLCABLE_1,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033362790,VJG112,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133293047,MMS274,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
COMPROB_000404035665,AH237MC,,FUEL-OIL,,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033363137,VHL423,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133353427,CDK895,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
COMPROB_000400419243,AD887XZ,SL1,ACEITE GIRASOL REFINADO,ACEITE_OSL,sl_liquido_san_lorenzo,false,true,SL1,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133335422,AD994XF,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133322038,HBE216,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033363155,EIY162,,PELLETS GIRASOL,,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10233335496,CMU578,R5,GIRASOL,VOLCABLE_1,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033362850,UER485,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133353030,AH862XY,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033363161,DFP716,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033362854,URM438,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033363189,RKS646,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10233337446,OII937,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133322019,GJH052,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033361794,EXR046,SL2,ACEITE GIRASOL PARA REFINAR,ACEITE_PTO,sl_liquido_san_lorenzo,true,false,SL2,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233335239,RNZ709,R6,GIRASOL,VOLCABLE_2,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033362875,EYH843,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033363201,TAC436,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10233337699,DHM832,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033363203,FFM492,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133320234,IZY541,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033362888,LZB017,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133310187,JFZ011,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033363210,UWX998,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133310511,EKN971,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033362973,ALV404,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133325817,LHQ897,R5,GIRASOL,VOLCABLE_1,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133309938,JAB770,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133333885,MQT875,R1,MAIZ,CELDA_171_-_CENTRO,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
CTG_30033362980,SWQ863,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033363218,EHS233,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133335637,RNG882,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133324578,PES195,R1,SOJA,CELDA_16,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10233336454,AI318EE,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033362991,RXD557,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233342398,BUT271,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033363226,VJG112,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10233350264,AH443GC,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233335671,EAA743,R5,GIRASOL,VOLCABLE_1,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133329139,FWV373,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033363006,ROS380,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133292722,MRR664,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133293422,LUF743,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
COMPROB_000400419244,LPE712,SL1,ACEITE GIRASOL REFINADO,ACEITE_OSL,sl_liquido_san_lorenzo,false,false,SL1,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033363240,EYH843,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033363011,HNE318,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233340152,GKL230,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133331807,AI211ER,R6,GIRASOL,VOLCABLE_2,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033363035,UKL882,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033363242,LZB017,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
